src,tgt,hyp,ref,task,label
Я бы с тобой согласился. но тогда мы бы оба ошибались.,"I'd agree with you, but then we'd both be wrong.","I'd agree with you, but then we'd both be wrong.",either,MT,0
Население Гонконга составляет свыше семи миллионов человек.,The population of Hong Kong is in excess of seven million.,Hong Kong has a population of over seven million.,either,MT,0
Он скрывает свои истинные чувства под маской безразличия.,He hides his true feelings under the guise of indifference.,He hides his true feelings under the guise of indifference.,either,MT,0
"Том ещё не выбрал, куда ему поступать?",Has Tom chosen where he's going to apply yet?,Has Tom not yet decided where to go?,either,MT,1
"Вообще-то, я шутил.","Actually, I was joking.","Actually, I was joking.",either,MT,0
Зачем ты сбрил бороду?,Why did you shave off your beard?,Why did you shave your beard?,either,MT,0
Чай ещё не остыл.,The tea is still hot.,The tea is not yet boiled.,either,MT,1
"Ты знаешь, что это?",Do you know what it is?,Do you know what this is?,either,MT,0
Ничего плохого не случилось.,Nothing bad happened.,Nothing bad happened.,either,MT,0
Почему бы нам не сыграть на слух?,Why don't we play it by ear?,Why don't we play it by ear?,either,MT,0
Почему Том оставил дверь открытой?,Why did Tom leave the door open?,Why did Tom leave the door open?,either,MT,0
"Я знаю, что ты поцеловала Тома.",I know you kissed Tom.,I know you kissed Tom.,either,MT,0
Год спустя Том умер от сердечного приступа.,Tom died of a heart attack a year later.,A year later Tom died of a heart attack.,either,MT,0
Она принесла метлу.,She brought a broom.,She brought the brass.,either,MT,1
"Чем быстрее он это сделает, тем лучше.","The sooner he does that, the better.","The sooner he does it, the better.",either,MT,0
"Это было для Тома, а не для вас.","It was for Tom, not for you.","It was for Tom, not you.",either,MT,0
"Два билета до Сан-Диего, пожалуйста.","Two tickets to San Diego, please.","Two tickets to San Diego, please.",either,MT,0
Вас могли видеть.,Someone might've seen you.,You could have been seen.,either,MT,0
Я не могу делать эту работу без тебя.,I can't do this job without you.,I can't do this job without you.,either,MT,0
Ах да. Моя собака иногда перекидывается в йети-людоеда. Не обращай внимания.,Oh yeah. My dog shapeshifts into a man-eating yeti at times. Just ignore it.,My dog sometimes turns into a yeti-eater.,either,MT,1
Зачем нам нужны деньги?,What do we need money for?,Why do we need money?,either,MT,0
"Для меня безразлично, в костюме ты или нет.",It makes no difference to me whether you wear a suit or not.,I don't care if you're in a suit or not.,either,MT,0
Моя мама всегда меня любила.,My mom always loved me.,My mother always loved me.,either,MT,0
Том спит на животе.,Tom sleeps on his stomach.,Tom sleeps for life.,either,MT,1
"Я бы очень хотел, чтобы Вы остались.",I'd like it very much if you'd stay.,I really wish you'd stay.,either,MT,0
Мы не умеем ими пользоваться.,We don't know how to use them.,We don't know how to use them.,either,MT,0
Спроси у кого-нибудь ещё.,Ask someone else.,Ask someone else.,either,MT,0
"Если ты не идёшь, я тоже не пойду.","If you don't go, I won't, either.","If you don't go, I won't either.",either,MT,0
Ботинки Тома были в грязи.,Tom had mud on his shoes.,Tom's shoes were in the dirt.,either,MT,1
"Как вы думаете, как скоро мы сможем достичь своей цели?",How soon do you think we can reach our goal?,How soon do you think we can reach our goal?,either,MT,0
Почему бы нам не поменяться местами?,Why don't we switch seats?,Why don't we switch places?,either,MT,0
Я расскажу тебе один секрет.,I'm going to tell you a secret.,I'll tell you a secret.,either,MT,0
Это чистая правда!,That is the absolute truth!,That's the truth!,either,MT,1
"Как жизнь, Майк? - ""Меня Том зовут"".","How are you doing, Mike? ""My name is Tom.""","How's life, Mike? ""My name is Tom"".",either,MT,1
Вы не пингвин.,You are not a penguin.,You're not a penguin.,either,MT,0
Мы смотрели ТВ.,We watched TV.,We were watching TV.,either,MT,1
"Том не сделает этого, пока ты его не попросишь.",Tom won't do that until you ask him.,Tom won't do that until you ask him.,either,MT,0
"К сожалению, мне так и не удалось с ними познакомиться.","Unfortunately, I never got to meet them.","Unfortunately, I never got to meet them.",either,MT,0
Миска наполнена водой.,The bowl is filled with water.,The bowl is full of water.,either,MT,0
"Сальма утверждала, что помнит все детали, связанные с её немецкой семьёй в её предыдущем воплощении.",Salma claimed that she remembers details of her German family in her previous life.,Salma claimed to remember all the details of her German family in her previous incarnation.,either,MT,1
"Она навещала старика в больнице каждый день, кроме воскресенья.",She visited the old man in hospital every day apart from Sundays.,She visited the old man in the hospital every day except Sunday.,either,MT,1
Это длинное путешествие.,It's a long journey.,It's been a long journey.,either,MT,1
Мы сделаем домашнее задание.,We'll do our homework.,We'll do our homework.,either,MT,0
